shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Ruta01_0,16.1620137,-95.2274685,1
Ruta01_0,16.1621194,-95.2274926,2
Ruta01_0,16.1627189,-95.227552,3
Ruta01_0,16.1637334,-95.2275546,4
Ruta01_0,16.1694304,-95.2275102,5
Ruta01_0,16.1702909,-95.2274988,6
Ruta01_0,16.1704275,-95.227497,7
Ruta01_0,16.1714151,-95.227484,8
Ruta01_0,16.1722822,-95.2274752,9
Ruta01_0,16.1734144,-95.2274886,10
Ruta01_0,16.1746502,-95.227485,11
Ruta01_0,16.1747628,-95.227482,12
Ruta01_0,16.1753735,-95.2274655,13
Ruta01_0,16.1755536,-95.2274606,14
Ruta01_0,16.1762544,-95.2274428,15
Ruta01_0,16.1763116,-95.2274414,16
Ruta01_0,16.1781107,-95.2274195,17
Ruta01_0,16.1785542,-95.2274235,18
Ruta01_0,16.17886,-95.2273571,19
Ruta01_0,16.1791705,-95.2273169,20
Ruta01_0,16.1797732,-95.2273116,21
Ruta01_0,16.1801855,-95.227274,22
Ruta01_0,16.1803554,-95.2272069,23
Ruta01_0,16.1804765,-95.2271131,24
Ruta01_0,16.1806002,-95.226936,25
Ruta01_0,16.1806675,-95.226732,26
Ruta01_0,16.1806547,-95.2263921,27
Ruta01_0,16.1806449,-95.2257921,28
Ruta01_0,16.1806259,-95.2255037,29
Ruta01_0,16.1805834,-95.2250062,30
Ruta01_0,16.1805054,-95.2244747,31
Ruta01_0,16.180433,-95.22407,32
Ruta01_0,16.1803284,-95.2236074,33
Ruta01_0,16.1802125,-95.2232003,34
Ruta01_0,16.180054,-95.2226566,35
Ruta01_0,16.1798583,-95.222104,36
Ruta01_0,16.1796882,-95.2217258,37
Ruta01_0,16.1793945,-95.2211766,38
Ruta01_0,16.1790399,-95.2205403,39
Ruta01_0,16.178574,-95.2196835,40
Ruta01_0,16.1778307,-95.2182657,41
Ruta01_0,16.1771581,-95.2170551,42
Ruta01_0,16.1770105,-95.2167637,43
Ruta01_0,16.176932,-95.2165995,44
Ruta01_0,16.1767748,-95.2162502,45
Ruta01_0,16.1764648,-95.215455,46
Ruta01_0,16.1762455,-95.2147897,47
Ruta01_0,16.1760692,-95.2141033,48
Ruta01_0,16.1752862,-95.209773,49
Ruta01_0,16.1750958,-95.2090643,50
Ruta01_0,16.1749793,-95.2086917,51
Ruta01_0,16.1747616,-95.2081043,52
Ruta01_0,16.1746496,-95.2078964,53
Ruta01_0,16.1745413,-95.2076435,54
Ruta01_0,16.1744023,-95.2073331,55
Ruta01_0,16.1742825,-95.2070615,56
Ruta01_0,16.1742143,-95.2069194,57
Ruta01_0,16.1739837,-95.2064198,58
Ruta01_0,16.1738381,-95.2060926,59
Ruta01_0,16.1737351,-95.205819,60
Ruta01_0,16.1736346,-95.2055173,61
Ruta01_0,16.173556,-95.2052397,62
Ruta01_0,16.1734955,-95.2049527,63
Ruta01_0,16.1734556,-95.2047113,64
Ruta01_0,16.1734144,-95.2043961,65
Ruta01_0,16.173386,-95.2040903,66
Ruta01_0,16.1733551,-95.2038167,67
Ruta01_0,16.1733036,-95.2035324,68
Ruta01_0,16.1732096,-95.2031542,69
Ruta01_0,16.1731503,-95.202945,70
Ruta01_0,16.1729821,-95.2024397,71
Ruta01_0,16.1729584,-95.2023777,72
Ruta01_0,16.1728038,-95.2020318,73
Ruta01_0,16.1727279,-95.2017689,74
Ruta01_0,16.172687,-95.2015814,75
Ruta01_0,16.1726725,-95.2014712,76
Ruta01_0,16.1726299,-95.2011627,77
Ruta01_0,16.1725839,-95.2007567,78
Ruta01_0,16.1724818,-95.1999236,79
Ruta01_0,16.172429,-95.1994917,80
Ruta01_0,16.1724123,-95.199265,81
Ruta01_0,16.1724033,-95.1991215,82
Ruta01_0,16.1724187,-95.1989365,83
Ruta01_0,16.1724509,-95.1987983,84
Ruta01_0,16.1725211,-95.1986139,85
Ruta01_0,16.1726093,-95.1984738,86
Ruta01_0,16.1727059,-95.1983564,87
Ruta01_0,16.1730099,-95.198054,88
Ruta01_0,16.1734305,-95.1976188,89
Ruta01_0,16.1734969,-95.1975477,90
Ruta01_0,16.1735676,-95.1974519,91
Ruta01_0,16.1736758,-95.1972708,92
Ruta01_0,16.1737364,-95.1971541,93
Ruta01_0,16.1738323,-95.1969248,94
Ruta01_0,16.1742851,-95.1957835,95
Ruta01_0,16.174486,-95.1952444,96
Ruta01_0,16.1745208,-95.1951022,97
Ruta01_0,16.1745349,-95.1949601,98
Ruta01_0,16.1745279,-95.194826,99
Ruta01_0,16.1745043,-95.194701,100
Ruta01_0,16.1744822,-95.1946134,101
Ruta01_0,16.1744519,-95.1945323,102
Ruta01_0,16.1744705,-95.1943754,103
Ruta01_0,16.1744899,-95.1943278,104
Ruta01_0,16.1745291,-95.1942848,105
Ruta01_0,16.1745736,-95.1942627,106
Ruta01_0,16.1746232,-95.1942453,107
Ruta01_0,16.1746831,-95.1942728,108
Ruta01_0,16.1747066,-95.1942855,109
Ruta01_0,16.1747797,-95.1943315,110
Ruta01_0,16.174951,-95.194421,111
Ruta01_0,16.1750311,-95.1944511,112
Ruta01_0,16.175082,-95.1944672,113
Ruta01_0,16.1751255,-95.1944672,114
Ruta01_0,16.1751626,-95.1944545,115
Ruta01_0,16.1752378,-95.1943943,116
Ruta01_0,16.1753445,-95.194185,117
Ruta01_0,16.1753698,-95.1941354,118
Ruta01_0,16.1754572,-95.1941393,119
Ruta01_0,16.1755255,-95.1941454,120
Ruta01_0,16.1764707,-95.19449,121
Ruta01_0,16.1775329,-95.1948953,122
Ruta01_0,16.1775875,-95.1947294,123
Ruta01_0,16.1775943,-95.1946155,124
Ruta01_0,16.1776249,-95.1945283,125
Ruta01_0,16.1779633,-95.1935838,126
Ruta01_1,16.1780063,-95.193661,1
Ruta01_1,16.1776867,-95.1945531,2
Ruta01_1,16.1776536,-95.1946375,3
Ruta01_1,16.1775875,-95.1947294,4
Ruta01_1,16.1775329,-95.1948953,5
Ruta01_1,16.1764707,-95.19449,6
Ruta01_1,16.1755255,-95.1941454,7
Ruta01_1,16.1754572,-95.1941393,8
Ruta01_1,16.1753698,-95.1941354,9
Ruta01_1,16.1753445,-95.194185,10
Ruta01_1,16.1752378,-95.1943943,11
Ruta01_1,16.175149,-95.1945693,12
Ruta01_1,16.1750643,-95.194708,13
Ruta01_1,16.174922,-95.1950157,14
Ruta01_1,16.1748098,-95.1951472,15
Ruta01_1,16.1747423,-95.1953483,16
Ruta01_1,16.1747113,-95.1954343,17
Ruta01_1,16.1745401,-95.1958935,18
Ruta01_1,16.1741196,-95.1970502,19
Ruta01_1,16.1739739,-95.1974293,20
Ruta01_1,16.1738896,-95.1976148,21
Ruta01_1,16.1737838,-95.1977637,22
Ruta01_1,16.1736194,-95.1979863,23
Ruta01_1,16.1735001,-95.1981252,24
Ruta01_1,16.1732538,-95.1983983,25
Ruta01_1,16.1730071,-95.1986706,26
Ruta01_1,16.1727691,-95.1989707,27
Ruta01_1,16.1726531,-95.1991537,28
Ruta01_1,16.1726271,-95.1991951,29
Ruta01_1,16.172599,-95.1992738,30
Ruta01_1,16.1725733,-95.1993864,31
Ruta01_1,16.1725611,-95.1995324,32
Ruta01_1,16.172561,-95.1997049,33
Ruta01_1,16.1725887,-95.1999979,34
Ruta01_1,16.1725972,-95.2000705,35
Ruta01_1,16.1726306,-95.2004197,36
Ruta01_1,16.1726356,-95.2004729,37
Ruta01_1,16.172668,-95.2007233,38
Ruta01_1,16.1726892,-95.2008902,39
Ruta01_1,16.1727343,-95.2012351,40
Ruta01_1,16.1727567,-95.201387,41
Ruta01_1,16.1727716,-95.2014591,42
Ruta01_1,16.17279,-95.2015566,43
Ruta01_1,16.1728335,-95.20173,44
Ruta01_1,16.1728756,-95.2018749,45
Ruta01_1,16.1728887,-95.2019199,46
Ruta01_1,16.1728966,-95.2019472,47
Ruta01_1,16.1729204,-95.2020172,48
Ruta01_1,16.1730692,-95.2022865,49
Ruta01_1,16.1731632,-95.2024676,50
Ruta01_1,16.1732135,-95.2025799,51
Ruta01_1,16.1733746,-95.2029923,52
Ruta01_1,16.173466,-95.2031908,53
Ruta01_1,16.1734813,-95.2032682,54
Ruta01_1,16.1735032,-95.2033822,55
Ruta01_1,16.1735077,-95.2035953,56
Ruta01_1,16.1734401,-95.2038494,57
Ruta01_1,16.1734182,-95.2039053,58
Ruta01_1,16.1733539,-95.2040209,59
Ruta01_1,16.1731942,-95.204198,60
Ruta01_1,16.173113,-95.2042566,61
Ruta01_1,16.1729907,-95.20432,62
Ruta01_1,16.172942,-95.2043354,63
Ruta01_1,16.1728418,-95.2043551,64
Ruta01_1,16.1726705,-95.2044457,65
Ruta01_1,16.1723653,-95.2045953,66
Ruta01_1,16.1721921,-95.2046818,67
Ruta01_1,16.1718765,-95.2048212,68
Ruta01_1,16.1717618,-95.2048481,69
Ruta01_1,16.1716382,-95.2048574,70
Ruta01_1,16.1715389,-95.2048427,71
Ruta01_1,16.1714025,-95.2048145,72
Ruta01_1,16.1712776,-95.204777,73
Ruta01_1,16.1705517,-95.204496,74
Ruta01_1,16.1701634,-95.2043157,75
Ruta01_1,16.1700423,-95.2042418,76
Ruta01_1,16.1699407,-95.2041081,77
Ruta01_1,16.1698581,-95.2040045,78
Ruta01_1,16.1697667,-95.2038989,79
Ruta01_1,16.1693919,-95.2035449,80
Ruta01_1,16.1692577,-95.2034423,81
Ruta01_1,16.1690591,-95.2033361,82
Ruta01_1,16.1679584,-95.202818,83
Ruta01_1,16.1672729,-95.2024669,84
Ruta01_1,16.1671383,-95.202425,85
Ruta01_1,16.1670592,-95.2024128,86
Ruta01_1,16.1669847,-95.202404,87
Ruta01_1,16.1669182,-95.2024025,88
Ruta01_1,16.1668376,-95.2024066,89
Ruta01_1,16.1667062,-95.2024516,90
Ruta01_1,16.1666328,-95.2024716,91
Ruta01_1,16.1664199,-95.2025204,92
Ruta01_1,16.1659782,-95.2026323,93
Ruta01_1,16.1656398,-95.202712,94
Ruta01_1,16.1652793,-95.2027961,95
Ruta01_1,16.1650021,-95.2028163,96
Ruta01_1,16.1648221,-95.2028326,97
Ruta01_1,16.1647254,-95.2028603,98
Ruta01_1,16.1646312,-95.2029082,99
Ruta01_1,16.1644855,-95.2030583,100
Ruta01_1,16.1642862,-95.2032653,101
Ruta01_1,16.1641818,-95.2033334,102
Ruta01_1,16.1638905,-95.2034198,103
Ruta01_1,16.1638145,-95.2034708,104
Ruta01_1,16.1637617,-95.2035503,105
Ruta01_1,16.1636251,-95.2043237,106
Ruta01_1,16.1636702,-95.2046107,107
Ruta01_1,16.1637307,-95.2049419,108
Ruta01_1,16.1636908,-95.2050908,109
Ruta01_1,16.1633933,-95.205422,110
Ruta01_1,16.1632013,-95.2055025,111
Ruta01_1,16.1630583,-95.2054408,112
Ruta01_1,16.1629308,-95.2051498,113
Ruta01_1,16.1627866,-95.2047475,114
Ruta01_1,16.1625882,-95.2045839,115
Ruta01_1,16.1623022,-95.2044846,116
Ruta01_1,16.1621,-95.2045289,117
Ruta01_1,16.162006,-95.2046321,118
Ruta01_1,16.1619815,-95.2048776,119
Ruta01_1,16.1620845,-95.2052142,120
Ruta01_1,16.1624323,-95.205819,121
Ruta01_1,16.1625444,-95.2059612,122
Ruta01_1,16.1629012,-95.2062723,123
Ruta01_1,16.1629602,-95.2063231,124
Ruta01_1,16.1630049,-95.2063662,125
Ruta01_1,16.1630725,-95.2064855,126
Ruta01_1,16.1631884,-95.2067471,127
Ruta01_1,16.1632013,-95.2069442,128
Ruta01_1,16.1629785,-95.2078334,129
Ruta01_1,16.1629231,-95.2079581,130
Ruta01_1,16.1627273,-95.2080117,131
Ruta01_1,16.162556,-95.2079688,132
Ruta01_1,16.1623744,-95.2079567,133
Ruta01_1,16.1619905,-95.2080774,134
Ruta01_1,16.1618385,-95.208241,135
Ruta01_1,16.1617896,-95.2084945,136
Ruta01_1,16.1617921,-95.2086447,137
Ruta01_1,16.1618926,-95.2087587,138
Ruta01_1,16.1621477,-95.2088566,139
Ruta01_1,16.1622894,-95.2089478,140
Ruta01_1,16.1624233,-95.2092214,141
Ruta01_1,16.1625573,-95.2093072,142
Ruta01_1,16.1628419,-95.2094159,143
Ruta01_1,16.1629192,-95.2094843,144
Ruta01_1,16.1629282,-95.2096264,145
Ruta01_1,16.1628407,-95.2099255,146
Ruta01_1,16.1625895,-95.2109769,147
Ruta01_1,16.1625818,-95.2111365,148
Ruta01_1,16.1625998,-95.2112652,149
Ruta01_1,16.1628149,-95.212208,150
Ruta01_1,16.1629524,-95.2132016,151
Ruta01_1,16.163127,-95.2142785,152
Ruta01_1,16.1633667,-95.2151286,153
Ruta01_1,16.1634435,-95.2153677,154
Ruta01_1,16.1638586,-95.2165315,155
Ruta01_1,16.1639432,-95.2168226,156
Ruta01_1,16.1639726,-95.2169594,157
Ruta01_1,16.1639921,-95.2170633,158
Ruta01_1,16.1640029,-95.2171753,159
Ruta01_1,16.1637654,-95.2183139,160
Ruta01_1,16.1636582,-95.2188355,161
Ruta01_1,16.1636289,-95.2189684,162
Ruta01_1,16.1636113,-95.2190528,163
Ruta01_1,16.1635058,-95.2195408,164
Ruta01_1,16.1634652,-95.2197153,165
Ruta01_1,16.163362,-95.2201834,166
Ruta01_1,16.1633396,-95.2202848,167
Ruta01_1,16.1633158,-95.2203927,168
Ruta01_1,16.1632609,-95.2206497,169
Ruta01_1,16.1631983,-95.2209254,170
Ruta01_1,16.1630779,-95.2214703,171
Ruta01_1,16.1630524,-95.2215712,172
Ruta01_1,16.1629878,-95.2218799,173
Ruta01_1,16.1629483,-95.2221249,174
Ruta01_1,16.1629192,-95.2223439,175
Ruta01_1,16.1628332,-95.2229193,176
Ruta01_1,16.1628077,-95.2230902,177
Ruta01_1,16.1627838,-95.2232501,178
Ruta01_1,16.1626163,-95.2243749,179
Ruta01_1,16.1625901,-95.224551,180
Ruta01_1,16.1624204,-95.2257617,181
Ruta01_1,16.1622945,-95.2266088,182
Ruta01_1,16.1621812,-95.2270259,183
Ruta01_1,16.1620137,-95.2274685,184
Ruta02_0,16.1773866,-95.1920382,1
Ruta02_0,16.178146,-95.1923289,2
Ruta02_0,16.1783807,-95.1924188,3
Ruta02_0,16.1784426,-95.1924436,4
Ruta02_0,16.1794342,-95.1928192,5
Ruta02_0,16.1794989,-95.1928456,6
Ruta02_0,16.179484,-95.1929177,7
Ruta02_0,16.1791164,-95.1939365,8
Ruta02_0,16.1793393,-95.1940272,9
Ruta02_0,16.1801159,-95.1943434,10
Ruta02_0,16.1801844,-95.1943713,11
Ruta02_0,16.1811681,-95.1947242,12
Ruta02_0,16.1812412,-95.1947523,13
Ruta02_0,16.1822178,-95.1951398,14
Ruta02_0,16.1822945,-95.1951706,15
Ruta02_0,16.1833455,-95.1955602,16
Ruta02_0,16.1843745,-95.1959572,17
Ruta02_0,16.1844346,-95.1959816,18
Ruta02_0,16.1854116,-95.1963747,19
Ruta02_0,16.1854932,-95.1964056,20
Ruta02_0,16.1864639,-95.1967502,21
Ruta02_0,16.186526,-95.1967775,22
Ruta02_0,16.1864958,-95.1968447,23
Ruta02_0,16.1861253,-95.1978827,24
Ruta02_0,16.1861041,-95.1979527,25
Ruta02_0,16.1857428,-95.1989892,26
Ruta02_0,16.1867434,-95.199354,27
Ruta02_0,16.1867882,-95.199257,28
Ruta02_0,16.1868431,-95.199273,29
Ruta02_0,16.1869987,-95.1992704,30
Ruta02_0,16.187085,-95.1992784,31
Ruta02_0,16.1874946,-95.1993455,32
Ruta02_0,16.1879454,-95.1994461,33
Ruta02_0,16.1882377,-95.1995333,34
Ruta02_0,16.1884335,-95.199599,35
Ruta02_0,16.1885893,-95.199654,36
Ruta02_0,16.1890388,-95.1998216,37
Ruta02_0,16.1894284,-95.1999671,38
Ruta02_0,16.189601,-95.1999738,39
Ruta02_0,16.1898386,-95.199953,40
Ruta02_0,16.1898907,-95.1999275,41
Ruta02_0,16.1896622,-95.1998082,42
Ruta02_0,16.1894806,-95.1997264,43
Ruta02_0,16.1892075,-95.1996446,44
Ruta02_0,16.1890852,-95.1995829,45
Ruta02_0,16.1888868,-95.1993844,46
Ruta02_0,16.1887658,-95.1992932,47
Ruta02_0,16.1886614,-95.1991926,48
Ruta02_0,16.1885301,-95.1989485,49
Ruta02_0,16.1884567,-95.1988815,50
Ruta02_0,16.1883124,-95.1987943,51
Ruta02_0,16.1881965,-95.1987353,52
Ruta02_0,16.1880986,-95.1986642,53
Ruta02_0,16.187993,-95.1985415,54
Ruta02_0,16.1879312,-95.198333,55
Ruta02_0,16.187899,-95.1982525,56
Ruta02_0,16.1877998,-95.1981184,57
Ruta02_0,16.1877019,-95.1979373,58
Ruta02_0,16.1876208,-95.197598,59
Ruta02_0,16.1876105,-95.1974787,60
Ruta02_0,16.187653,-95.1973338,61
Ruta02_0,16.1877844,-95.1969838,62
Ruta02_0,16.1878294,-95.1968738,63
Ruta02_0,16.1878835,-95.1967867,64
Ruta02_0,16.1880355,-95.1966056,65
Ruta02_0,16.1884567,-95.1967625,66
Ruta02_0,16.1885533,-95.1968376,67
Ruta02_0,16.1886428,-95.1969966,68
Ruta02_0,16.1888031,-95.1972936,69
Ruta02_0,16.1888933,-95.1973982,70
Ruta02_0,16.1890298,-95.1974787,71
Ruta02_0,16.189288,-95.1975729,72
Ruta02_0,16.1893244,-95.1975322,73
Ruta02_0,16.1895411,-95.1973392,74
Ruta02_0,16.1896195,-95.1973025,75
Ruta02_0,16.1898843,-95.1972834,76
Ruta02_0,16.1900047,-95.1972976,77
Ruta02_0,16.190102,-95.1973311,78
Ruta02_0,16.1905796,-95.1975409,79
Ruta02_0,16.1907627,-95.1975904,80
Ruta02_0,16.1909016,-95.1976292,81
Ruta02_0,16.191075,-95.1976692,82
Ruta02_0,16.1911064,-95.1976751,83
Ruta02_0,16.1915985,-95.1977806,84
Ruta02_0,16.1916387,-95.1977846,85
Ruta02_0,16.191983,-95.1976959,86
Ruta02_0,16.1921465,-95.1977241,87
Ruta02_0,16.1927583,-95.1982422,88
Ruta02_0,16.1929747,-95.1984255,89
Ruta02_0,16.1930669,-95.1984772,90
Ruta02_0,16.193169,-95.1985138,91
Ruta02_0,16.1934522,-95.1985452,92
Ruta02_0,16.1935781,-95.1986113,93
Ruta02_0,16.1942328,-95.1990981,94
Ruta02_0,16.1945671,-95.1992516,95
Ruta02_0,16.1949939,-95.1994714,96
Ruta02_0,16.1954933,-95.1997475,97
Ruta02_0,16.1957132,-95.1998203,98
Ruta02_1,16.1957132,-95.1998203,1
Ruta02_1,16.1954933,-95.1997475,2
Ruta02_1,16.1949939,-95.1994714,3
Ruta02_1,16.1945671,-95.1992516,4
Ruta02_1,16.1942328,-95.1990981,5
Ruta02_1,16.1935781,-95.1986113,6
Ruta02_1,16.1934522,-95.1985452,7
Ruta02_1,16.193169,-95.1985138,8
Ruta02_1,16.1930669,-95.1984772,9
Ruta02_1,16.1929747,-95.1984255,10
Ruta02_1,16.1927583,-95.1982422,11
Ruta02_1,16.1921465,-95.1977241,12
Ruta02_1,16.191983,-95.1976959,13
Ruta02_1,16.1916387,-95.1977846,14
Ruta02_1,16.1915985,-95.1977806,15
Ruta02_1,16.1911064,-95.1976751,16
Ruta02_1,16.191075,-95.1976692,17
Ruta02_1,16.1909016,-95.1976292,18
Ruta02_1,16.1907627,-95.1975904,19
Ruta02_1,16.1905796,-95.1975409,20
Ruta02_1,16.190102,-95.1973311,21
Ruta02_1,16.1900047,-95.1972976,22
Ruta02_1,16.1898843,-95.1972834,23
Ruta02_1,16.1896195,-95.1973025,24
Ruta02_1,16.1895411,-95.1973392,25
Ruta02_1,16.1893244,-95.1975322,26
Ruta02_1,16.189288,-95.1975729,27
Ruta02_1,16.1890298,-95.1974787,28
Ruta02_1,16.1888933,-95.1973982,29
Ruta02_1,16.1888031,-95.1972936,30
Ruta02_1,16.1886428,-95.1969966,31
Ruta02_1,16.1885533,-95.1968376,32
Ruta02_1,16.1884567,-95.1967625,33
Ruta02_1,16.1880355,-95.1966056,34
Ruta02_1,16.1878835,-95.1967867,35
Ruta02_1,16.1878294,-95.1968738,36
Ruta02_1,16.1877844,-95.1969838,37
Ruta02_1,16.187653,-95.1973338,38
Ruta02_1,16.1876105,-95.1974787,39
Ruta02_1,16.1876208,-95.197598,40
Ruta02_1,16.1877019,-95.1979373,41
Ruta02_1,16.1877998,-95.1981184,42
Ruta02_1,16.187899,-95.1982525,43
Ruta02_1,16.1879312,-95.198333,44
Ruta02_1,16.187993,-95.1985415,45
Ruta02_1,16.1880986,-95.1986642,46
Ruta02_1,16.1881965,-95.1987353,47
Ruta02_1,16.1883124,-95.1987943,48
Ruta02_1,16.1884567,-95.1988815,49
Ruta02_1,16.1885301,-95.1989485,50
Ruta02_1,16.1886614,-95.1991926,51
Ruta02_1,16.1887658,-95.1992932,52
Ruta02_1,16.1888868,-95.1993844,53
Ruta02_1,16.1890852,-95.1995829,54
Ruta02_1,16.1892075,-95.1996446,55
Ruta02_1,16.1894806,-95.1997264,56
Ruta02_1,16.1896622,-95.1998082,57
Ruta02_1,16.1898907,-95.1999275,58
Ruta02_1,16.1898386,-95.199953,59
Ruta02_1,16.189601,-95.1999738,60
Ruta02_1,16.1894284,-95.1999671,61
Ruta02_1,16.1890388,-95.1998216,62
Ruta02_1,16.1885893,-95.199654,63
Ruta02_1,16.1884335,-95.199599,64
Ruta02_1,16.1882377,-95.1995333,65
Ruta02_1,16.1879454,-95.1994461,66
Ruta02_1,16.1874946,-95.1993455,67
Ruta02_1,16.187085,-95.1992784,68
Ruta02_1,16.1869987,-95.1992704,69
Ruta02_1,16.1868431,-95.199273,70
Ruta02_1,16.1868091,-95.1994079,71
Ruta02_1,16.1867836,-95.1994722,72
Ruta02_1,16.1867087,-95.1994408,73
Ruta02_1,16.1857159,-95.1990626,74
Ruta02_1,16.1856474,-95.1990397,75
Ruta02_1,16.1856745,-95.1989618,76
Ruta02_1,16.1860325,-95.197932,77
Ruta02_1,16.1860635,-95.1978492,78
Ruta02_1,16.1864377,-95.1968243,79
Ruta02_1,16.1854713,-95.1964659,80
Ruta02_1,16.185391,-95.1964357,81
Ruta02_1,16.184405,-95.1960648,82
Ruta02_1,16.1843449,-95.1960437,83
Ruta02_1,16.1833184,-95.1956399,84
Ruta02_1,16.1822706,-95.1952404,85
Ruta02_1,16.1821901,-95.1952095,86
Ruta02_1,16.1812125,-95.1948312,87
Ruta02_1,16.1811394,-95.1948031,88
Ruta02_1,16.1801559,-95.1944483,89
Ruta02_1,16.1800888,-95.1944226,90
Ruta02_1,16.1790883,-95.1940158,91
Ruta02_1,16.1790145,-95.1939875,92
Ruta02_1,16.1780251,-95.1936086,93
Ruta02_1,16.1779633,-95.1935838,94
Ruta02_1,16.1772773,-95.1933204,95
Ruta02_1,16.1769732,-95.1932036,96
Ruta02_1,16.1769009,-95.1931759,97
Ruta02_1,16.1759043,-95.1927882,98
Ruta02_1,16.1758383,-95.1927643,99
Ruta02_1,16.1748559,-95.1923906,100
Ruta02_1,16.1747801,-95.1923615,101
Ruta02_1,16.1737913,-95.1919821,102
Ruta02_1,16.1737341,-95.1919602,103
Ruta02_1,16.1737622,-95.191881,104
Ruta02_1,16.1739331,-95.1914,105
Ruta02_1,16.1740165,-95.1911653,106
Ruta02_1,16.1741167,-95.1908802,107
Ruta02_1,16.1741431,-95.1908034,108
Ruta02_1,16.1742029,-95.1908266,109
Ruta03_0,16.1791164,-95.1939365,1
Ruta03_0,16.1793393,-95.1940272,2
Ruta03_0,16.1801159,-95.1943434,3
Ruta03_0,16.1801844,-95.1943713,4
Ruta03_0,16.1811681,-95.1947242,5
Ruta03_0,16.1812412,-95.1947523,6
Ruta03_0,16.1822178,-95.1951398,7
Ruta03_0,16.1822945,-95.1951706,8
Ruta03_0,16.1822706,-95.1952404,9
Ruta03_0,16.1821157,-95.1956694,10
Ruta03_0,16.1818888,-95.1962911,11
Ruta03_0,16.1815853,-95.1971429,12
Ruta03_0,16.1814901,-95.1972346,13
Ruta03_0,16.181454,-95.1972729,14
Ruta03_0,16.1817812,-95.1977965,15
Ruta03_0,16.1819164,-95.1980245,16
Ruta03_0,16.1822204,-95.1985301,17
Ruta03_0,16.1824072,-95.1987956,18
Ruta03_0,16.182612,-95.198974,19
Ruta03_0,16.1828116,-95.1990786,20
Ruta03_0,16.1831671,-95.1992181,21
Ruta03_0,16.1832431,-95.199253,22
Ruta03_0,16.1837157,-95.1994206,23
Ruta03_0,16.1842219,-95.1996124,24
Ruta03_0,16.1842992,-95.1996459,25
Ruta03_0,16.1852832,-95.2000147,26
Ruta03_0,16.1853695,-95.2000456,27
Ruta03_0,16.186195,-95.200358,28
Ruta03_0,16.1863483,-95.2004184,29
Ruta03_0,16.1864243,-95.2004506,30
Ruta03_0,16.1868223,-95.2006236,31
Ruta03_0,16.1870361,-95.2007255,32
Ruta03_0,16.1873323,-95.2008985,33
Ruta03_0,16.1876504,-95.201097,34
Ruta03_0,16.1882635,-95.201451,35
Ruta03_0,16.1885584,-95.2015892,36
Ruta03_0,16.1887799,-95.2016696,37
Ruta03_0,16.1889551,-95.2017139,38
Ruta03_0,16.189165,-95.2017528,39
Ruta03_0,16.1893891,-95.2017716,40
Ruta03_0,16.1897356,-95.2017689,41
Ruta03_0,16.1908149,-95.2016562,42
Ruta03_0,16.1912579,-95.2016281,43
Ruta03_0,16.1920605,-95.2015942,44
Ruta03_0,16.1928262,-95.2015238,45
Ruta03_0,16.1929962,-95.2015095,46
Ruta03_0,16.1931316,-95.2015026,47
Ruta03_0,16.1934319,-95.2015038,48
Ruta03_0,16.1939472,-95.2015224,49
Ruta03_0,16.1942824,-95.2015366,50
Ruta03_0,16.1949582,-95.2015846,51
Ruta03_0,16.1961918,-95.2016482,52
Ruta03_0,16.1965677,-95.201703,53
Ruta03_0,16.1967334,-95.2017149,54
Ruta03_0,16.1983386,-95.2018017,55
Ruta03_0,16.1986398,-95.201815,56
Ruta03_0,16.1998856,-95.2018799,57
Ruta03_0,16.20002,-95.2018829,58
Ruta03_0,16.2008204,-95.2019459,59
Ruta03_0,16.2010187,-95.2019888,60
Ruta03_0,16.2011617,-95.2020304,61
Ruta03_0,16.2013858,-95.2021042,62
Ruta03_0,16.2019382,-95.2022772,63
Ruta03_0,16.2026015,-95.2024783,64
Ruta03_0,16.2030947,-95.2026312,65
Ruta03_0,16.2035699,-95.2027653,66
Ruta03_0,16.2042254,-95.2029598,67
Ruta03_0,16.2047535,-95.2031232,68
Ruta03_0,16.2060593,-95.2035351,69
Ruta03_0,16.2066684,-95.2037255,70
Ruta03_0,16.2074619,-95.203983,71
Ruta03_0,16.2087597,-95.2043677,72
Ruta03_0,16.2094265,-95.2045705,73
Ruta03_0,16.2105054,-95.2048977,74
Ruta03_0,16.2108815,-95.205019,75
Ruta03_0,16.210998,-95.2050599,76
Ruta03_0,16.2115067,-95.2052195,77
Ruta03_0,16.2124465,-95.2055215,78
Ruta03_0,16.2137957,-95.2059514,79
Ruta03_0,16.2142528,-95.2060798,80
Ruta03_0,16.2150313,-95.2063152,81
Ruta03_0,16.2158902,-95.2065915,82
Ruta03_0,16.2159765,-95.2066203,83
Ruta03_0,16.2160448,-95.2066424,84
Ruta03_0,16.2163435,-95.2067511,85
Ruta03_0,16.2167935,-95.2068927,86
Ruta03_0,16.218167,-95.2073251,87
Ruta03_0,16.2184721,-95.2074194,88
Ruta03_0,16.2188205,-95.207527,89
Ruta03_0,16.2197863,-95.2078454,90
Ruta03_0,16.220414,-95.2080412,91
Ruta03_0,16.2211879,-95.2082836,92
Ruta03_0,16.2213108,-95.2083405,93
Ruta03_0,16.2214867,-95.2083966,94
Ruta03_0,16.2220115,-95.2085763,95
