IDA
614
615
616
617
618
619
620
130
131
621
132
133
134
136
137
138
139
140
86
87
141
142
143
265
266
267
268
269
270
271
150
151
152
153
154
155
156
510
511
372
373
374
375
376
297

RETORNO
297
298
299
300
301
302
303
461
175
176
177
178
179
180
181
182
183
184
185
186
187
188
85
189
190
191
192
193
194
195
196
197
198
622
623
624
614
