IDA
1016
1017
1018
1019
1020
1021
1022
1023
1024
1025
1026
1027
1028
1029
1030
1031
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
381
215
216
217
218
832
312
313
314
833
315
316
317
318
319

RETORNO
319
356
357
358
359
360
361
362
363
364
258
259
260
261
262
43
44
45
46
47
48
49
50
51
52
53
54
55
956
56
57
58
59
60
61
1032
1033
875
876
877
878
879
880
1034
1035
1036
1037
1038
1016
