IDA
14
15
16
17
263
264
265
266
267
268
269
270
271
272
225
226
227
229
230
231
273
274
275
276
277
278
279
280
281

RETORNO
281
282
283
284
285
286
287
288
289
290
291
292
293
246
247
248
249
250
251
180
181
182
183
184
185
186
187
188
294
295
45
46
47
48
49
296
14
