IDA
519
520
521
522
523
524
525
526
527
528
529
530
531
14
15
532
16
17
45
263
264
533
265
266
267
268
269
270
271
272
225
226
227
229
534
535
536
537
538
539
540
541
542
543

RETORNO
543
544
545
546
547
548
549
550
551
552
248
249
250
251
272
180
181
182
183
184
265
553
554
555
46
47
48
49
296
50
556
557
558
559
560
561
562
563
564
565
566
567
568
519
