IDA
787
788
789
790
791
792
793
123
125
126
127
128
129
130
131
132
133
134
794
136
137
138
139
140
86
87
19
381
795
796
797
798
799
316
800
801

RETORNO
801
358
359
802
803
804
805
806
807
262
507
808
643
188
85
189
190
191
192
705
194
195
196
197
198
809
201
202
810
204
811
812
813
814
815
816
817
787
