IDA
614
615
616
617
618
619
622
131
621
132
133
134
136
137
138
139
140
86
87
141
142
666
667
668
472
669
670
671
672
673
674
675
676
677
678
679
680
681
602
682
683
684
685
686
610
687
688
689

RETORNO
689
573
574
609
577
578
579
580
690
691
581
692
693
694
695
696
697
698
699
700
701
702
703
704
640
470
641
642
643
188
85
189
190
191
192
705
194
195
196
197
198
706
623
624
614
