IDA
1338
1339
1340
1341
1342
1343
1344
1345
1346
970
1347
971
972
973
1348
2
3
4
5
6
7
8
1049
9
10
11
12
13
14
1050
532
17
45
263
264
533
265

RETORNO
265
554
555
556
46
47
1051
49
296
50
1076
984
53
1052
54
55
956
56
57
58
59
60
61
62
1349
987
971
1350
989
1351
1352
1353
1354
1355
1356
1357
1358
1359
1338
