IDA
933
934
935
936
937
938
939
5
6
7
8
9
10
11
12
13
14
15
16
17
263
264
533
265
266
267
268
269
270
271
272
365
366
367
368
369
382
383
384
385
386
387
388
940
941
942
943
299
300
513
944
945
946
518
452

RETORNO
452
454
455
947
948
374
375
949
950
951
952
401
402
403
404
405
307
308
309
310
553
180
181
182
183
184
185
953
954
955
556
46
47
48
49
50
51
52
53
54
55
956
56
57
58
59
60
957
958
959
960
961
962
963
933
