IDA
831
832
833
834
835
836
837
838
839
840
841
842
843
776
844
777
778
779
780
781
648
649
651
652
653
845
654
655
598
599
600
601
602
124
125
656
215
216
846
847
848
849
324
325
326
327
328
329
330
850
851
852
853
854
855
856
857
858
859

RETORNO
859
860
861
862
863
864
865
866
867
334
335
336
337
338
140
141
142
143
144
145
146
147
148
617
618
619
440
458
459
460
670
671
672
673
868
869
796
797
870
799
800
871
872
873
874
875
876
877
878
879
880
831
