IDA
1
2
3
4
5
6
7
834
835
836
837
838
839
840
841
635
636
637
638
842
191
843
844
829
830
831
845
846
847
796
848
849
850
851
319
852
853
854
855

RETORNO
855
856
857
858
356
859
860
805
806
861
807
818
819
820
862
863
864
192
193
194
865
645
646
647
634
866
867
868
869
870
871
872
873
874
875
876
877
878
879
880
881
882
1
