IDA
1
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
264
533
144
145
714
715
1238
1239
1240
1241
1242
1243
274
276
1244
1245
1246
1247
1248
1249
1250
1251

RETORNO
1251
728
729
1252
1253
1254
1255
1256
1257
1258
290
587
1259
1260
1261
1262
1263
1264
776
777
778
1265
1266
554
556
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
1
