IDA
63
64
65
66
67
68
69
70
71
72
73
74
75
76
77
78
79
80
32
81
33
34
35
36
37
38
82
83
84
43
44
85

RETORNO
85
86
87
19
20
88
89
90
25
26
27
28
29
30
31
91
92
93
94
95
96
97
98
99
100
101
102
103
104
105
106
107
108
109
63
